step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
8,CASH_OUT,381620.11,C1808031895,0.0,0.0,C208427878,1210948.29,1838872.67,0.0
1,PAYMENT,6365.0,C1209962934,0.0,0.0,M2089786414,0.0,0.0,0.0
11,PAYMENT,21444.38,C742572918,0.0,0.0,M197748944,0.0,0.0,0.0
7,PAYMENT,547.65,C1228117293,1656598.86,1656051.21,M1461380821,0.0,0.0,0.0
11,CASH_OUT,485792.41,C1075667832,21689.0,0.0,C549221039,75429.19,654351.22,0.0
12,CASH_OUT,14276.91,C10801239,6051.0,0.0,C403062363,35662.0,889685.28,0.0
9,PAYMENT,18663.59,C688362824,424589.63,405926.04,M826267570,0.0,0.0,0.0
8,PAYMENT,15132.28,C1589230243,0.0,0.0,M1938857936,0.0,0.0,0.0
13,CASH_IN,237571.95,C463971620,1162400.89,1399972.85,C1474482019,451332.5,213760.55,0.0
14,CASH_OUT,100514.75,C1402823518,0.0,0.0,C1160146350,132714.24,264375.0,0.0
12,PAYMENT,21814.94,C524259995,55820.0,34005.06,M1069143721,0.0,0.0,0.0
15,CASH_IN,100864.37,C776785382,7368790.57,7469654.95,C1295339831,1318037.88,1504015.61,0.0
10,CASH_IN,8650.08,C1701359806,33619.0,42269.08,C556281798,5152178.8,5949452.81,0.0
9,CASH_OUT,30522.45,C1045473865,0.0,0.0,C1545666185,3787917.5,3573381.08,0.0
9,CASH_OUT,174237.87,C892810792,0.0,0.0,C179793233,282860.44,0.0,0.0
14,CASH_OUT,229073.91,C473009783,0.0,0.0,C305606841,1904594.83,2436743.86,0.0
12,DEBIT,825.64,C394439404,0.0,0.0,C1916671808,10323.0,11148.64,0.0
10,CASH_OUT,308167.21,C266297106,0.0,0.0,C314882858,915896.08,1224063.3,0.0
15,PAYMENT,7385.21,C705057788,192420.1,185034.89,M636951322,0.0,0.0,0.0
13,CASH_OUT,190444.61,C1857800102,69088.0,0.0,C1151964959,4611378.39,5287077.83,0.0
9,CASH_OUT,175475.96,C998730607,0.0,0.0,C103357744,381487.88,882268.99,0.0
12,CASH_OUT,385716.34,C1713600171,1165.0,0.0,C2023069639,223485.83,1093416.54,0.0
9,PAYMENT,42395.74,C1815180461,59707.0,17311.26,M1686286379,0.0,0.0,0.0
9,TRANSFER,3081934.29,C1735802797,10651.0,0.0,C1121384286,5430.0,3136035.67,0.0
10,CASH_IN,204966.02,C658076788,199538.0,404504.02,C483978841,401467.75,196501.74,0.0
8,PAYMENT,6484.13,C695423322,51169.0,44684.87,M5848438,0.0,0.0,0.0
10,CASH_OUT,20652.63,C1554277275,0.0,0.0,C1538125111,1420221.1,1879887.89,0.0
12,TRANSFER,295699.7,C244910753,11592.0,0.0,C236980850,175144.24,643066.7,0.0
7,PAYMENT,2938.14,C1274940184,15595.0,12656.86,M279482369,0.0,0.0,0.0
15,TRANSFER,204647.66,C1861731306,0.0,0.0,C1877059833,1436399.61,1455470.17,0.0
12,PAYMENT,19732.98,C1083750714,80095.0,60362.02,M772952705,0.0,0.0,0.0
15,CASH_OUT,270554.09,C1205143696,1075.0,0.0,C655291884,51750.0,71995.75,0.0
15,CASH_OUT,198229.71,C335897056,11512.0,0.0,C1125562436,0.0,198229.71,0.0
13,CASH_OUT,10567.02,C897379829,228334.64,217767.62,C30052358,0.0,10567.02,0.0
10,PAYMENT,10356.69,C1251431756,116811.0,106454.31,M1684909019,0.0,0.0,0.0
8,PAYMENT,9264.93,C1521801216,0.0,0.0,M757577620,0.0,0.0,0.0
11,CASH_OUT,206188.71,C32542481,0.0,0.0,C999544948,854863.99,1061052.7,0.0
11,CASH_OUT,76513.79,C1116118686,99569.0,23055.21,C1433166426,967617.85,1044131.64,0.0
11,PAYMENT,10173.34,C1621075826,11545.0,1371.66,M951098021,0.0,0.0,0.0
11,CASH_OUT,247870.02,C1857478056,139.0,0.0,C1060758741,12836.0,177532.42,0.0
14,CASH_IN,13049.9,C10361464,9693876.74,9706926.64,C1394331559,140162.83,127112.93,0.0
9,CASH_OUT,23958.54,C1873112601,0.0,0.0,C1241039373,30896.0,54854.54,0.0
15,CASH_OUT,69469.05,C1409600595,0.0,0.0,C1153991931,100536.9,170005.95,0.0
13,PAYMENT,73.3,C1758048317,334875.57,334802.27,M1457611140,0.0,0.0,0.0
11,PAYMENT,1270.39,C2100078713,0.0,0.0,M1278564434,0.0,0.0,0.0
9,PAYMENT,11037.75,C2035604077,0.0,0.0,M641756380,0.0,0.0,0.0
10,PAYMENT,5840.62,C660944307,97620.0,91779.38,M96130020,0.0,0.0,0.0
14,CASH_OUT,262468.78,C924299105,313898.26,51429.48,C1823668914,561646.93,1151998.81,0.0
14,PAYMENT,1922.05,C2061986269,0.0,0.0,M1447989972,0.0,0.0,0.0
12,PAYMENT,22465.78,C282164974,76167.0,53701.22,M774927589,0.0,0.0,0.0
15,PAYMENT,10354.03,C1675396317,0.0,0.0,M341253496,0.0,0.0,0.0
12,PAYMENT,1315.17,C430483684,0.0,0.0,M467013971,0.0,0.0,0.0
12,CASH_IN,139172.64,C1122299044,2083.0,141255.64,C942975218,1835330.99,1696158.34,0.0
13,PAYMENT,27575.01,C1741510795,5524.0,0.0,M1761785830,0.0,0.0,0.0
15,PAYMENT,31129.25,C995560348,6805.0,0.0,M228545173,0.0,0.0,0.0
15,CASH_OUT,330043.41,C189358250,0.0,0.0,C1672819316,1549183.22,3901083.82,0.0
14,CASH_IN,306529.15,C1026728016,5344035.31,5650564.46,C328256588,347546.93,41017.78,0.0
10,CASH_OUT,310713.92,C1155018603,89888.93,0.0,C2072260217,703644.39,943517.88,0.0
11,CASH_OUT,30730.58,C2046187409,0.0,0.0,C1213485528,1349117.92,1379848.5,0.0
15,PAYMENT,1875.26,C949279103,853707.57,851832.31,M1766605966,0.0,0.0,0.0
15,CASH_IN,71144.07,C1701379426,11072694.56,11143838.63,C1922047543,161019.28,89875.2,0.0
14,CASH_OUT,195769.06,C1109083940,45676.0,0.0,C1642006480,1184104.37,2261455.58,0.0
9,PAYMENT,3324.83,C1526365857,0.0,0.0,M275301610,0.0,0.0,0.0
10,CASH_IN,153646.63,C845823705,2692247.2,2845893.83,C1629709129,392501.59,1045022.45,0.0
13,CASH_OUT,411317.51,C434080222,0.0,0.0,C1154520644,692763.82,1104081.33,0.0
10,CASH_OUT,455292.0,C270988612,61775.0,0.0,C163063976,0.0,614437.71,0.0
11,CASH_IN,31615.39,C1469350760,1170298.39,1201913.79,C473485349,621451.85,665174.36,0.0
7,PAYMENT,2943.94,C877050786,22124.0,19180.06,M1214735857,0.0,0.0,0.0
11,PAYMENT,35073.74,C1292008760,5904.0,0.0,M1400367757,0.0,0.0,0.0
14,PAYMENT,8892.67,C2109565448,0.0,0.0,M1405555221,0.0,0.0,0.0
2,PAYMENT,5840.15,C1167068004,31275.0,25434.85,M254416915,0.0,0.0,0.0
12,CASH_OUT,82765.11,C1610332905,0.0,0.0,C539131157,2179459.95,2262225.05,0.0
13,CASH_IN,380074.69,C42928581,42235.0,422309.69,C465257140,3302231.94,2991626.45,0.0
9,CASH_IN,123105.62,C1041077862,2829976.48,2953082.1,C302544702,984944.48,1309731.22,0.0
10,CASH_OUT,248279.69,C351517090,4880.0,0.0,C26145393,40617.22,288896.9,0.0
10,CASH_IN,56185.3,C866278644,2647533.59,2703718.89,C1680684273,277094.52,288380.73,0.0
11,PAYMENT,6254.52,C1431854826,897136.56,890882.04,M1660800555,0.0,0.0,0.0
15,CASH_OUT,178601.86,C537500230,0.0,0.0,C873851840,798425.63,677820.22,0.0
11,CASH_OUT,83871.7,C57087996,0.0,0.0,C1029211742,3901952.18,3938424.61,0.0
11,TRANSFER,354342.58,C995936808,0.0,0.0,C435543965,1799824.94,2093063.91,0.0
11,PAYMENT,13747.93,C479393220,0.0,0.0,M841972952,0.0,0.0,0.0
11,CASH_OUT,367849.28,C2010220183,0.0,0.0,C399113898,407175.65,775024.93,0.0
15,CASH_IN,177025.18,C1387418656,891042.9,1068068.08,C1779960297,0.0,0.0,0.0
9,CASH_OUT,69218.27,C779285290,21384.0,0.0,C1531623971,15984.0,85202.27,0.0
1,DEBIT,5264.43,C1495407511,326183.0,320918.57,C778731861,20989.0,0.0,0.0
8,DEBIT,2977.98,C897408128,0.0,0.0,C1416697900,10454.0,0.0,0.0
12,CASH_OUT,9416.7,C1319470947,0.0,0.0,C949813136,991366.97,2592858.58,0.0
15,TRANSFER,1152502.1,C620230591,225941.0,0.0,C746141519,1562558.73,2715060.83,0.0
9,PAYMENT,9624.46,C405257971,9270.0,0.0,M1683346675,0.0,0.0,0.0
7,CASH_OUT,3463.81,C1907684513,0.0,0.0,C373928166,306019.07,20427.19,0.0
8,CASH_OUT,187662.72,C431809914,0.0,0.0,C1809373351,283338.11,471000.83,0.0
14,CASH_IN,80271.41,C468431486,2480318.34,2560589.75,C1031739591,223443.42,143172.01,0.0
9,CASH_OUT,144970.88,C329436559,105.0,0.0,C2119123648,751246.71,1043199.99,0.0
14,CASH_IN,297806.91,C1686584140,2276482.09,2574288.99,C749252588,9384158.22,9086351.31,0.0
10,CASH_OUT,166973.68,C1218583582,0.0,0.0,C24404443,3684060.25,4825257.24,0.0
12,CASH_OUT,12733.4,C1782492870,299877.0,287143.6,C779282932,1466308.64,1649110.07,0.0
14,CASH_OUT,341987.26,C912021656,199193.0,0.0,C654641930,3225818.76,3866706.2,0.0
13,PAYMENT,50691.27,C618107138,42991.0,0.0,M234452529,0.0,0.0,0.0
8,CASH_OUT,7613.84,C1497589772,0.0,0.0,C1664330755,73305.17,80919.02,0.0
11,CASH_OUT,340872.03,C628751201,22178.0,0.0,C1632535868,21565.0,0.0,0.0
9,PAYMENT,12540.62,C1620400620,0.0,0.0,M1963433316,0.0,0.0,0.0
12,CASH_OUT,92248.55,C1832439057,10472.0,0.0,C2029331819,0.0,0.0,0.0
9,PAYMENT,9111.58,C384315163,206863.9,197752.31,M1444716706,0.0,0.0,0.0
15,CASH_OUT,334228.45,C2068289094,0.0,0.0,C1353518278,1137556.83,1719552.54,0.0
14,TRANSFER,161531.45,C722235930,0.0,0.0,C350888235,1761349.7,2849059.35,0.0
10,CASH_IN,380528.16,C1768075444,15.0,380543.16,C2005985077,51407.0,0.0,0.0
8,CASH_OUT,89412.09,C1523298618,0.0,0.0,C1474409352,213880.0,2360891.07,0.0
10,CASH_OUT,14063.16,C1144744259,10788.0,0.0,C1522918252,0.0,14063.16,0.0
9,PAYMENT,19607.3,C837353296,290738.43,271131.13,M1180367790,0.0,0.0,0.0
14,PAYMENT,2375.06,C1380039149,1225.88,0.0,M1139390153,0.0,0.0,0.0
10,CASH_OUT,134264.41,C1453914740,240.0,0.0,C1048855692,1764485.49,1886093.48,0.0
12,CASH_OUT,168492.9,C453778257,0.0,0.0,C105002686,1315790.87,1956915.0,0.0
9,CASH_IN,74145.11,C1605754153,7951018.77,8025163.88,C2031368275,440724.68,17550.01,0.0
10,PAYMENT,5502.65,C325990313,0.0,0.0,M1012359993,0.0,0.0,0.0
11,CASH_IN,602326.26,C2017197474,2117049.72,2719375.98,C1387596003,877258.49,507012.64,0.0
9,PAYMENT,10901.75,C395467405,0.0,0.0,M1541574860,0.0,0.0,0.0
2,CASH_IN,121479.85,C190868662,5727240.3,5848720.16,C1076835071,389392.05,267912.2,0.0
11,PAYMENT,8994.93,C415551983,15489.56,6494.63,M164660194,0.0,0.0,0.0
10,PAYMENT,13413.4,C131736053,45821.0,32407.6,M2070812518,0.0,0.0,0.0
9,CASH_OUT,33405.25,C780315967,0.0,0.0,C1830893609,38545.0,2570347.47,0.0
15,CASH_OUT,407244.9,C1260706333,0.0,0.0,C1597919916,505700.93,0.0,0.0
12,CASH_OUT,81516.61,C1644856506,0.0,0.0,C369876826,726339.34,807855.95,0.0
2,PAYMENT,1971.81,C1513757689,5363.0,3391.19,M553701447,0.0,0.0,0.0
9,PAYMENT,17126.72,C405098804,34872.0,17745.28,M330208707,0.0,0.0,0.0
11,PAYMENT,12940.68,C392505767,325628.0,312687.32,M905895385,0.0,0.0,0.0
11,TRANSFER,102180.46,C1572537623,28059.62,0.0,C1447076105,110337.36,212517.82,0.0
11,CASH_IN,562889.49,C252217327,298266.0,861155.49,C36499680,52755.0,7523.41,0.0
14,CASH_OUT,80112.74,C170534126,20354.0,0.0,C787825744,1042079.18,901841.31,0.0
10,PAYMENT,26611.12,C1405363429,0.0,0.0,M2137648612,0.0,0.0,0.0
12,CASH_OUT,265093.66,C505610716,16023.0,0.0,C1979392543,1516266.7,1781360.36,0.0
13,CASH_IN,215074.06,C132000190,30858.0,245932.06,C654488119,0.0,0.0,0.0
8,CASH_IN,61663.0,C2126119413,3925689.97,3987352.96,C699539366,244957.04,215531.33,0.0
9,PAYMENT,12638.85,C263654983,25593.78,12954.92,M143286017,0.0,0.0,0.0
14,CASH_OUT,432085.94,C1913646029,0.0,0.0,C1864238657,682020.34,1850729.17,0.0
13,CASH_OUT,304844.77,C1588603834,652.0,0.0,C1635207173,19133622.41,19438467.18,0.0
8,PAYMENT,12133.34,C2115253937,0.0,0.0,M1335788902,0.0,0.0,0.0
10,PAYMENT,20957.59,C654344199,242238.0,221280.41,M1428764989,0.0,0.0,0.0
9,PAYMENT,18354.53,C360618558,0.0,0.0,M1032611512,0.0,0.0,0.0
12,TRANSFER,729154.42,C1263589442,0.0,0.0,C2141140246,1092463.95,1995102.53,0.0
10,CASH_OUT,137686.41,C92429118,0.0,0.0,C654653597,284626.71,422313.12,0.0
13,CASH_IN,233397.81,C427976067,1623.0,235020.81,C1381519256,106071.0,473891.67,0.0
12,PAYMENT,7378.49,C2135260885,62024.0,54645.51,M104075883,0.0,0.0,0.0
11,CASH_IN,479991.61,C232939948,179288.0,659279.61,C1199957366,0.0,0.0,0.0
13,PAYMENT,6123.67,C832339356,0.0,0.0,M499063637,0.0,0.0,0.0
9,CASH_OUT,388905.74,C1696672708,1066.0,0.0,C1636526944,19600.0,2383700.61,0.0
13,CASH_OUT,627997.0,C2118876356,202201.0,0.0,C349350443,0.0,627997.0,0.0
12,CASH_OUT,278329.76,C1441601939,161132.0,0.0,C1279610437,12704253.71,12982583.48,0.0
14,CASH_OUT,395276.56,C516683057,20697.0,0.0,C1145835418,3668427.67,4117768.54,0.0
11,CASH_OUT,115668.43,C1929712507,22256.0,0.0,C212778231,0.0,115668.43,0.0
8,PAYMENT,140.35,C2129206506,155995.37,155855.03,M648789743,0.0,0.0,0.0
11,CASH_IN,125280.49,C778366549,872734.65,998015.14,C2006092969,210379.34,85098.85,0.0
15,PAYMENT,1416.65,C693689457,363785.76,362369.11,M1542253499,0.0,0.0,0.0
7,CASH_OUT,402702.56,C951799119,0.0,0.0,C1311325237,493022.24,5465400.62,0.0
2,PAYMENT,10819.72,C1096742104,5097.0,0.0,M1456250665,0.0,0.0,0.0
9,PAYMENT,6440.01,C915676143,16196.17,9756.17,M345089522,0.0,0.0,0.0
14,CASH_IN,107640.01,C1920464107,40642.0,148282.01,C777536900,0.0,0.0,0.0
10,CASH_OUT,96620.78,C1577708313,0.0,0.0,C1332133484,1074674.07,1363217.39,0.0
13,CASH_OUT,84566.66,C76753553,0.0,0.0,C496375949,116184.78,200751.44,0.0
9,PAYMENT,24719.29,C102843964,0.0,0.0,M1095641586,0.0,0.0,0.0
15,PAYMENT,5160.09,C2034462816,85756.86,80596.78,M1737795817,0.0,0.0,0.0
8,PAYMENT,13114.18,C890658068,64215.0,51100.82,M1550821155,0.0,0.0,0.0
14,CASH_OUT,319855.33,C1380643016,66343.63,0.0,C1965828685,404801.37,689001.56,0.0
9,CASH_OUT,137181.37,C184339421,10973.0,0.0,C1759194460,4119.07,141300.43,0.0
11,CASH_OUT,91197.33,C1203072099,0.0,0.0,C997470268,489784.42,729006.38,0.0
11,TRANSFER,905672.41,C116927752,0.0,0.0,C1049373115,2828819.75,3742367.43,0.0
15,CASH_IN,427843.87,C438891319,277587.0,705430.87,C1115803700,353769.18,5994298.25,0.0
11,PAYMENT,42318.64,C478595588,831.0,0.0,M1572926859,0.0,0.0,0.0
13,PAYMENT,15593.93,C912898922,0.0,0.0,M220305698,0.0,0.0,0.0
14,CASH_OUT,125008.18,C1710201173,51971.0,0.0,C1589946287,3602090.6,3992267.4,0.0
15,CASH_OUT,97557.91,C2105974712,0.0,0.0,C1753226784,161174.65,258732.56,0.0
14,CASH_IN,15940.16,C2110062987,1206916.16,1222856.33,C1181452425,275949.08,166153.27,0.0
11,CASH_OUT,209965.57,C853338358,285564.0,75598.43,C1923124940,22966.0,232931.57,0.0
13,PAYMENT,7118.67,C517475170,11086.0,3967.33,M1454952107,0.0,0.0,0.0
7,PAYMENT,7544.82,C1197641827,0.0,0.0,M1030218707,0.0,0.0,0.0
13,CASH_IN,337515.91,C238746758,2283145.62,2620661.53,C1353662525,1058623.82,721107.91,0.0
13,CASH_IN,337157.42,C519220238,186780.0,523937.42,C518922694,224629.77,0.0,0.0
12,CASH_IN,64549.91,C2134014364,10232822.49,10297372.41,C1734127925,240851.3,176301.39,0.0
15,CASH_IN,184821.67,C2031841482,1566.0,186387.67,C1058901958,243538.94,58717.28,0.0
13,CASH_IN,206352.18,C1065382402,5493319.58,5699671.76,C1837057885,206991.57,1414398.0,0.0
9,PAYMENT,25339.69,C539313503,55186.44,29846.76,M13481228,0.0,0.0,0.0
12,CASH_OUT,280961.02,C746822248,2005.0,0.0,C1733796574,82232.0,510885.56,0.0
12,CASH_IN,104718.55,C357342392,3545179.88,3649898.43,C1405436460,256153.22,273876.26,0.0
14,PAYMENT,14003.24,C1734817842,0.0,0.0,M1711610924,0.0,0.0,0.0
11,PAYMENT,3115.11,C2034136832,429.0,0.0,M612136156,0.0,0.0,0.0
12,CASH_IN,26215.2,C2126742231,13152.0,39367.2,C968591791,252430.42,226215.22,0.0
15,PAYMENT,15350.49,C1895933406,0.0,0.0,M1547451202,0.0,0.0,0.0
10,PAYMENT,1881.19,C447978340,19838.0,17956.81,M1526118111,0.0,0.0,0.0
10,CASH_OUT,137837.54,C1003665479,48955.0,0.0,C760153662,0.0,137837.54,0.0
15,CASH_OUT,78839.09,C1213556875,256494.22,177655.12,C1212874785,75765.87,0.0,0.0
9,CASH_OUT,165316.48,C1649578083,0.0,0.0,C288440707,1167680.66,1332997.15,0.0
12,TRANSFER,966676.63,C713116635,56.0,0.0,C1817805905,0.0,966676.63,0.0
9,PAYMENT,8803.05,C562031646,264.0,0.0,M493657094,0.0,0.0,0.0
9,TRANSFER,525337.06,C1244203621,0.0,0.0,C697852720,3009678.27,3904191.18,0.0
11,CASH_OUT,256919.81,C1883835542,40377.36,0.0,C912798389,79967.98,418575.12,0.0
11,PAYMENT,5837.97,C179754579,72776.0,66938.03,M945984282,0.0,0.0,0.0
8,PAYMENT,8857.11,C1204899265,503076.8,494219.69,M874011738,0.0,0.0,0.0
8,CASH_OUT,57412.52,C85640913,106744.0,49331.48,C578599557,24600.91,82013.43,0.0
10,CASH_IN,601937.45,C1746862853,1588980.16,2190917.62,C1862168440,669646.05,67708.59,0.0
10,PAYMENT,15216.59,C1425245825,109682.0,94465.41,M228934306,0.0,0.0,0.0
12,CASH_IN,130101.37,C2097067814,1497453.68,1627555.06,C882862677,339427.87,209326.49,0.0
10,CASH_IN,153520.11,C1133691946,1124837.43,1278357.54,C966526472,2835762.75,3171261.25,0.0
14,CASH_OUT,287478.48,C747262541,51873.0,0.0,C1447133976,0.0,366168.92,0.0
10,CASH_IN,250880.4,C399306587,11415124.13,11666004.52,C884166426,8499177.49,7932899.38,0.0
12,CASH_IN,343434.45,C876990900,28758.0,372192.45,C2077026990,965039.99,621605.54,0.0
13,PAYMENT,17077.61,C1491486343,179936.68,162859.07,M1561004495,0.0,0.0,0.0
13,PAYMENT,10828.94,C459590265,32101.0,21272.06,M869484396,0.0,0.0,0.0
5,PAYMENT,6016.97,C109978855,27025.0,21008.03,M208875036,0.0,0.0,0.0
7,CASH_OUT,277584.34,C1520439897,0.0,0.0,C505973878,813862.2,1461299.3,0.0
8,CASH_OUT,242884.49,C1949854020,29941.0,0.0,C209813603,0.0,253063.69,0.0
11,PAYMENT,5329.04,C1033957476,0.0,0.0,M1627453725,0.0,0.0,0.0
10,CASH_OUT,48493.02,C1285193547,0.0,0.0,C1165398731,2001664.69,3248931.35,0.0
9,CASH_IN,46157.4,C1170288071,2142239.11,2188396.51,C1810132623,238761.0,58605.87,0.0
9,CASH_OUT,10060.96,C1505579812,17471.0,7410.04,C329206545,15585.0,25645.96,0.0
12,PAYMENT,17576.81,C814174900,8161.17,0.0,M1237136659,0.0,0.0,0.0
12,PAYMENT,1250.72,C225266212,0.0,0.0,M1630257734,0.0,0.0,0.0
13,PAYMENT,5060.19,C2037713747,0.0,0.0,M1689206987,0.0,0.0,0.0
14,PAYMENT,14379.09,C1293211490,0.0,0.0,M1807681533,0.0,0.0,0.0
10,CASH_OUT,124828.34,C259544526,61397.0,0.0,C989898681,1142462.79,714847.95,0.0
13,TRANSFER,748709.74,C117748845,594.0,0.0,C1781090157,5748249.77,6889289.17,0.0
11,CASH_OUT,301501.0,C555024421,17851.0,0.0,C1048998032,0.0,304493.57,0.0
13,PAYMENT,10494.17,C1281682797,0.0,0.0,M406601628,0.0,0.0,0.0
9,CASH_IN,40796.25,C1786343465,11326464.57,11367260.82,C1411134174,457157.72,525579.56,0.0
15,CASH_IN,176519.47,C558481236,19045.0,195564.47,C211944299,602760.39,805828.37,0.0
12,CASH_IN,96081.73,C816949717,1121058.44,1217140.16,C2048366017,173980.07,657927.69,0.0
14,CASH_OUT,166717.88,C398025039,304541.0,137823.12,C1547280953,288002.92,454720.8,0.0
9,CASH_OUT,100554.62,C1109322894,51567.0,0.0,C1428469551,979409.72,945015.31,0.0
8,TRANSFER,165683.13,C1105358070,10572.0,0.0,C1045463246,21555.0,0.0,0.0
12,PAYMENT,19174.83,C1482844591,0.0,0.0,M1702795121,0.0,0.0,0.0
13,TRANSFER,164992.06,C1405061876,176434.53,11442.47,C449160802,1196123.13,1361115.19,0.0
15,PAYMENT,25468.07,C2097991926,0.0,0.0,M331245624,0.0,0.0,0.0
10,PAYMENT,17212.37,C1179202789,533440.9,516228.53,M1538872353,0.0,0.0,0.0
8,CASH_OUT,425920.8,C1981222969,12949.86,0.0,C1797686173,685992.62,1474093.6,0.0
13,CASH_OUT,17282.98,C901177270,0.0,0.0,C1137877526,3894449.34,3911732.32,0.0
15,CASH_OUT,310351.35,C1494311746,0.0,0.0,C1700355047,4113669.2,4214776.05,0.0
11,CASH_OUT,276758.54,C1871868509,2191243.32,1914484.78,C664038638,1421881.86,1698640.4,0.0
13,CASH_IN,31116.34,C1058885795,4925394.04,4956510.37,C1743362143,24220243.44,24189127.1,0.0
8,PAYMENT,14690.5,C1346345548,76787.55,62097.04,M566087875,0.0,0.0,0.0
13,CASH_OUT,205937.02,C821147835,0.0,0.0,C584814955,389495.43,595432.45,0.0
11,PAYMENT,19628.75,C513983123,14790.0,0.0,M991216489,0.0,0.0,0.0
15,CASH_IN,169584.22,C1631437006,887117.3,1056701.52,C2048360109,389737.45,220153.23,0.0
12,PAYMENT,7740.53,C336692820,0.0,0.0,M1139998302,0.0,0.0,0.0
14,CASH_OUT,282893.48,C373421351,24522.0,0.0,C509657943,245805.96,943936.45,0.0
1,PAYMENT,2891.7,C800497654,0.0,0.0,M215632153,0.0,0.0,0.0
11,PAYMENT,4417.93,C267763440,312280.21,307862.28,M1651420366,0.0,0.0,0.0
15,PAYMENT,21161.34,C1002728897,0.0,0.0,M1384400740,0.0,0.0,0.0
12,CASH_OUT,72610.11,C671615887,0.0,0.0,C362966988,2395140.97,2467751.08,0.0
10,CASH_OUT,14741.46,C658219728,101007.0,86265.54,C1087943792,0.0,14741.46,0.0
9,CASH_IN,73393.01,C1611417755,12336.0,85729.01,C1739627024,118286.49,44893.48,0.0
13,CASH_IN,136215.65,C944454500,10325.0,146540.65,C681538074,0.0,0.0,0.0
14,CASH_IN,244746.94,C903159765,159365.0,404111.94,C871587681,839077.85,906035.25,0.0
11,CASH_OUT,177185.21,C842194066,0.0,0.0,C1155578794,253770.05,430955.26,0.0
10,CASH_IN,697.73,C294857554,3987744.7,3988442.43,C1165951546,505963.99,626220.92,0.0
6,PAYMENT,9766.07,C1154661312,2113.0,0.0,M51432525,0.0,0.0,0.0
10,PAYMENT,3347.49,C98589355,0.0,0.0,M305787616,0.0,0.0,0.0
7,DEBIT,257.93,C1963387226,13231.0,12973.07,C2136672550,50831.0,22586.02,0.0
11,PAYMENT,17730.98,C314731441,0.0,0.0,M340607160,0.0,0.0,0.0
13,PAYMENT,1684.81,C798787881,0.0,0.0,M1674810190,0.0,0.0,0.0
13,CASH_IN,416719.66,C426159228,11975254.92,12391974.58,C2040498751,915314.25,498594.59,0.0
13,CASH_OUT,383104.89,C909257137,39625.0,0.0,C1962347131,664355.25,1352658.96,0.0
8,CASH_OUT,263368.42,C2146723711,49988.0,0.0,C1321128627,0.0,150631.9,0.0
14,PAYMENT,3346.02,C277593192,0.0,0.0,M1346897043,0.0,0.0,0.0
9,CASH_IN,79313.52,C1380299000,15293.0,94606.52,C1549830536,0.0,0.0,0.0
14,PAYMENT,10982.75,C37006656,16244.82,5262.07,M1821774921,0.0,0.0,0.0
14,PAYMENT,5668.6,C1206511747,30492.0,24823.4,M888638629,0.0,0.0,0.0
9,PAYMENT,22122.94,C711823676,351324.0,329201.06,M1051675603,0.0,0.0,0.0
14,PAYMENT,15541.67,C47226432,627135.54,611593.87,M781096796,0.0,0.0,0.0
15,CASH_OUT,208770.19,C225973643,0.0,0.0,C1033425869,3972829.64,4181599.83,0.0
8,PAYMENT,7440.67,C724463934,274619.0,267178.33,M1452355882,0.0,0.0,0.0
15,PAYMENT,17468.59,C1133076733,0.0,0.0,M1261010798,0.0,0.0,0.0
12,CASH_OUT,28.87,C684894897,15291.0,15262.13,C934543764,94782.0,0.0,0.0
8,TRANSFER,13605.92,C140212656,2518.0,0.0,C22805895,0.0,226558.96,0.0
15,CASH_OUT,185837.24,C1165964365,11250.0,0.0,C1927077156,324660.29,510497.52,0.0
13,CASH_IN,10491.41,C1708141360,1361615.01,1372106.43,C946277099,440041.56,429550.15,0.0
9,PAYMENT,1872.12,C1620337677,14484.0,12611.88,M1225941489,0.0,0.0,0.0
14,CASH_OUT,244034.32,C705525153,4473.0,0.0,C495071437,1508246.9,1614878.28,0.0
10,CASH_OUT,327864.94,C1988757236,42113.0,0.0,C575690148,600703.97,928568.9,0.0
15,CASH_OUT,171927.79,C518048999,0.0,0.0,C1263391396,886277.11,1374417.78,0.0
15,TRANSFER,1632425.89,C283132648,0.0,0.0,C1361885449,5760930.22,7393356.11,0.0
12,TRANSFER,950891.12,C1229687890,0.0,0.0,C2131465140,3690555.06,6124918.05,0.0
10,CASH_OUT,311524.7,C1622837923,0.0,0.0,C486501918,3449498.32,3761023.03,0.0
11,CASH_IN,188387.79,C1862201551,4129058.08,4317445.86,C882075078,321219.0,132831.21,0.0
13,PAYMENT,1914.65,C1218159411,793.0,0.0,M771149180,0.0,0.0,0.0
14,PAYMENT,2594.46,C377953404,497.0,0.0,M1822130258,0.0,0.0,0.0
11,PAYMENT,20149.37,C213831349,105088.0,84938.63,M2009498771,0.0,0.0,0.0
12,PAYMENT,10996.95,C1102513433,47721.87,36724.92,M1164814825,0.0,0.0,0.0
10,TRANSFER,1792330.95,C474371068,2046319.75,253988.8,C1558550579,3274441.98,5066772.93,0.0
10,CASH_IN,103592.25,C634441728,17341258.41,17444850.66,C1832169428,2509044.2,4567441.99,0.0
14,PAYMENT,3686.89,C684901885,20439.18,16752.29,M1471658449,0.0,0.0,0.0
